"Sex","Age","Married","Education","Informal","Wages","Full_time","Union_member","Social_Group","Urban"
1,41,2,12,1,1760,1,2,1,0
1,47,2,12,1,400,1,2,1,0
1,20,1,8,1,702,1,2,1,0
1,40,2,4,1,1800,1,2,1,0
1,38,2,4,1,900,1,1,1,0
1,32,1,17,0,3750,1,2,1,0
1,25,1,12,1,1500,1,2,1,0
1,23,1,12,1,1500,1,2,1,0
2,30,1,17,0,4000,1,1,1,0
1,30,2,4,1,1800,1,2,1,0
2,43,1,8,1,375,1,2,1,0
1,30,2,4,1,1800,1,2,1,0
1,52,2,17,0,2500,1,2,1,0
1,48,3,2,1,1400,1,2,1,0
1,22,1,2,1,1200,1,2,1,0
1,28,2,14,1,2500,1,1,1,0
1,35,2,8,1,1440,1,2,1,0
2,47,3,14,0,7000,1,2,1,0
2,47,3,12,0,3960,1,2,1,0
1,26,1,4,1,1500,1,2,1,0
1,23,1,12,1,1200,1,2,1,0
1,43,1,8,1,1800,1,2,1,0
1,42,2,4,0,2000,1,2,1,0
2,41,2,2,0,2000,1,2,1,0
1,48,2,4,1,1200,1,2,1,0
2,47,2,8,1,720,1,2,1,0
2,26,1,17,1,1167,1,1,1,0
1,52,2,14,1,1400,1,1,9,0
1,56,2,8,1,720,1,2,1,0
1,56,2,8,1,234,1,2,1,0
2,41,2,14,1,1400,1,1,1,0
2,22,2,8,1,843,1,2,1,0
2,53,3,0,1,480,1,2,9,0
1,27,2,14,1,3267,1,2,1,0
1,25,2,2,1,1400,1,2,1,0
2,21,2,4,1,900,1,2,1,0
1,38,2,4,1,1200,1,2,1,0
2,38,2,12,0,1850,1,1,1,0
1,25,2,4,1,1200,1,2,1,0
2,26,2,17,0,1950,1,1,1,0
1,29,2,4,0,1160,1,2,1,0
2,24,2,4,1,900,1,2,1,0
1,21,2,8,1,1200,1,2,1,0
2,22,2,4,1,900,1,2,1,0
1,29,2,4,1,1200,1,2,1,0
2,26,2,4,1,900,1,2,1,0
1,37,2,14,0,6000,1,2,1,0
1,41,2,14,0,3750,1,1,1,0
1,52,2,8,1,1200,1,2,1,0
1,33,2,12,1,950,1,2,1,0
1,25,1,8,1,900,1,2,1,0
1,38,2,8,1,2100,1,1,1,0
1,52,2,20,0,13758,1,1,1,0
2,50,2,14,0,5752,1,1,1,0
1,26,2,8,1,1200,1,2,1,0
1,45,2,0,1,5580,1,2,9,0
1,33,2,0,1,4680,1,2,9,0
1,54,2,8,0,4322,1,1,1,0
1,39,2,15,0,6918,1,1,1,0
1,43,2,14,0,4625,1,1,1,0
1,52,2,8,1,1500,1,2,1,0
1,29,2,12,1,950,1,2,1,0
1,22,1,12,1,1200,1,2,1,0
1,20,1,8,1,1200,1,2,1,0
1,25,1,8,1,1000,1,2,1,0
2,21,1,8,1,1000,1,2,1,0
1,53,2,14,0,7500,1,1,1,0
2,48,2,12,0,1850,1,1,1,0
1,50,2,8,1,1600,1,1,1,0
1,24,1,8,1,1000,1,2,1,0
1,23,1,12,1,1000,1,2,1,0
1,21,1,12,1,1000,1,2,1,0
1,43,2,8,1,1275,1,2,1,0
2,37,2,12,1,1400,1,1,1,0
1,34,2,14,1,1400,1,1,1,0
2,35,2,14,1,1400,1,1,1,0
2,30,2,4,1,480,1,2,1,0
1,36,2,4,1,2000,1,2,1,0
2,33,2,12,1,300,1,1,1,0
1,52,2,4,1,2000,1,2,1,0
1,29,3,4,1,2000,1,2,1,0
2,31,1,2,1,3000,1,2,1,0
1,33,2,8,1,3000,1,2,1,0
2,31,2,4,1,1300,1,2,1,0
1,56,3,0,1,3000,1,2,1,0
2,55,3,0,1,1300,1,2,1,0
2,38,2,2,1,1300,1,2,1,0
1,42,2,2,1,1300,1,2,1,0
2,36,3,0,1,1300,1,2,1,0
1,17,1,4,1,1300,1,2,1,0
2,33,2,0,0,3500,1,2,1,0
1,31,2,17,1,1000,1,2,1,0
2,28,2,17,0,3500,1,2,1,0
1,33,2,17,0,4250,1,2,1,0
2,54,2,17,0,3000,1,1,1,0
1,56,2,0,1,1200,1,2,1,0
1,31,1,2,1,1200,1,2,1,0
1,56,2,12,0,5000,1,2,1,0
1,24,1,15,1,1875,1,1,1,0
2,26,1,15,0,3500,1,1,1,0
1,48,2,17,0,12500,1,2,1,0
1,32,2,20,1,4000,1,2,1,0
2,26,1,17,1,3750,1,2,1,0
2,33,1,17,0,3750,1,1,1,0
1,48,2,8,1,1200,1,2,1,0
1,25,1,0,1,1200,1,2,1,0
1,30,1,12,1,1200,1,2,1,0
1,35,2,8,1,1850,1,2,1,0
1,46,2,20,0,8750,1,1,1,0
2,43,2,20,0,7500,1,1,1,0
1,26,1,17,0,5500,1,1,1,0
2,24,2,12,0,4000,1,1,1,0
1,38,2,17,0,400,1,1,1,0
2,35,2,14,0,750,1,1,1,0
1,29,2,12,0,2375,1,2,1,0
1,28,2,12,0,3750,1,1,1,0
1,71,2,8,1,3200,1,2,1,0
1,45,2,12,0,4250,1,1,1,0
1,25,1,14,1,1500,1,1,1,0
1,27,2,17,1,3000,1,1,1,0
1,36,2,14,0,8000,1,2,9,0
1,38,2,17,0,1500,1,1,1,0
1,41,2,14,0,3000,1,2,1,0
1,51,2,12,0,1500,1,2,1,0
1,36,2,14,0,1600,1,2,1,0
1,31,1,12,1,900,1,2,1,0
1,55,2,8,0,4500,1,2,9,0
1,22,1,14,0,3300,1,2,9,0
1,34,2,17,0,6300,1,2,1,0
1,45,2,4,1,2000,1,2,1,0
1,20,1,8,1,1200,1,2,1,0
1,46,2,17,0,8250,1,2,1,0
1,40,2,4,1,1920,1,2,1,0
2,45,3,12,0,1500,1,2,9,0
1,28,1,17,1,1000,1,2,9,0
1,50,2,8,1,3000,1,1,1,0
1,53,2,14,0,2400,1,1,9,0
2,42,2,8,0,1000,1,2,1,0
1,56,2,17,0,12000,1,1,2,1
1,58,2,4,1,1080,1,2,3,0
1,22,1,8,1,1080,1,2,3,0
1,41,2,17,0,7450,1,2,1,0
2,40,4,14,0,4250,1,2,1,0
1,20,1,8,1,960,1,2,1,0
1,46,2,8,1,1700,1,2,1,0
1,36,2,0,1,1500,1,2,1,0
1,37,2,17,0,4030,1,1,1,0
1,28,2,2,1,1116,1,2,1,0
1,24,1,4,1,900,1,2,1,0
1,35,2,8,1,1080,1,2,1,0
2,36,2,14,1,566,1,2,1,0
1,26,2,8,1,1917,1,2,1,0
1,35,2,2,1,1866,1,2,1,0
1,31,2,8,1,1080,1,2,1,0
2,36,2,8,1,780,1,2,1,0
1,43,2,17,0,5000,1,2,1,0
2,17,1,8,1,350,1,2,1,0
1,47,2,17,0,5000,1,1,1,0
2,42,2,17,0,4500,1,1,1,0
2,16,1,8,1,300,1,2,1,0
2,38,2,12,0,4000,1,2,1,0
1,38,2,8,0,4000,1,2,3,0
2,36,2,14,0,1000,1,2,3,0
1,40,2,17,0,3500,1,1,9,0
1,25,2,12,1,980,1,2,3,0
1,30,1,12,1,300,1,2,3,0
1,28,1,8,1,400,1,2,3,0
1,35,1,12,1,900,1,2,2,1
2,60,2,14,0,3875,1,1,1,0
1,40,2,17,0,3750,1,1,1,0
2,39,2,17,0,3125,1,1,1,0
1,54,2,12,1,750,1,2,9,0
1,25,1,20,0,2375,1,1,9,0
1,23,1,17,1,625,1,2,9,0
1,29,1,12,1,625,1,2,1,0
2,26,1,14,1,625,1,2,1,0
1,38,2,17,1,1625,1,2,1,0
2,40,2,17,1,1450,1,1,1,0
1,49,2,14,1,5000,1,1,1,0
2,47,2,14,1,4500,1,1,1,0
1,32,2,8,1,1500,1,2,1,0
1,26,1,14,1,1500,1,2,1,0
2,48,2,12,0,3500,1,1,1,0
1,42,2,12,0,3750,1,1,1,0
1,50,2,17,0,7500,1,2,1,0
2,48,2,14,0,6500,1,2,1,0
1,26,1,15,0,6250,1,2,1,0
1,30,2,20,0,2000,1,2,1,0
1,36,2,14,0,5000,1,2,1,0
1,42,2,8,1,875,1,2,1,0
1,50,2,17,0,5875,1,1,1,0
2,48,2,14,0,5100,1,1,1,0
1,32,1,17,1,2000,1,2,1,0
1,49,2,20,0,10000,1,1,1,0
2,44,2,20,0,1800,1,1,1,0
1,43,2,17,0,5000,1,2,1,0
2,30,1,17,0,425,1,2,1,0
1,38,2,17,1,2000,1,2,1,0
2,35,2,17,1,1250,1,2,1,0
1,45,2,14,0,1500,1,1,1,0
1,39,2,12,1,1550,1,2,1,0
2,42,2,17,0,2000,1,2,1,0
1,52,2,17,0,7150,1,1,1,0
2,50,2,14,0,4500,1,1,1,0
2,29,2,14,1,1250,1,2,1,0
1,36,2,17,0,5600,1,1,1,0
1,43,2,4,1,1200,1,2,1,0
2,32,2,4,1,900,1,2,1,0
1,37,2,8,1,1450,1,2,1,0
1,31,2,4,1,1000,1,2,1,0
2,27,2,8,1,880,1,2,1,0
1,30,2,12,1,750,1,2,1,0
1,38,2,12,0,4000,1,2,1,0
1,39,2,12,0,4000,1,2,3,0
1,34,2,8,0,2500,1,2,1,0
2,41,3,8,0,750,1,2,1,0
1,31,2,4,1,1200,1,2,1,0
2,30,2,4,1,450,1,2,1,0
1,42,2,2,1,1200,1,2,1,0
2,38,2,2,1,900,1,2,1,0
1,32,2,2,1,1500,1,1,1,0
2,30,1,17,0,2300,1,1,1,0
2,26,1,17,0,1650,1,1,1,0
1,58,1,8,1,1500,1,1,1,0
1,21,1,14,1,900,1,2,1,0
2,22,1,8,1,900,1,2,1,0
2,20,1,8,1,1000,1,2,1,0
1,28,1,17,0,2100,1,1,1,0
1,53,2,12,0,7028,1,1,1,0
2,52,2,20,1,3500,1,1,1,0
1,48,4,4,0,3854,1,1,1,0
1,37,2,4,1,780,1,2,1,0
2,36,2,4,0,3625,1,2,1,0
1,25,2,8,0,2932,1,2,1,0
1,42,2,2,1,520,1,2,1,0
1,35,2,12,1,1400,1,2,1,0
1,28,2,4,1,1200,1,2,1,0
2,27,2,2,1,400,1,2,1,0
1,32,2,8,1,1568,1,2,1,0
1,40,2,2,1,1800,1,2,9,0
1,32,1,17,0,2800,1,1,9,0
1,36,2,17,0,9850,1,1,1,0
1,41,2,4,1,1300,1,2,1,0
2,39,2,2,1,600,1,2,1,0
1,48,2,12,0,2216,1,2,1,0
1,25,1,14,1,583,1,2,1,0
1,32,2,2,1,1200,1,2,1,0
2,29,2,2,1,900,1,2,1,0
1,30,1,2,1,1200,1,2,1,0
1,28,2,14,1,1200,1,2,1,0
2,28,4,2,1,700,1,2,1,0
1,50,2,14,0,8000,1,1,1,0
2,40,2,17,0,7000,1,2,1,0
1,42,2,17,0,7000,1,2,1,0
1,35,2,17,0,5500,1,2,1,0
1,26,2,12,1,1000,1,2,1,0
2,36,2,12,0,2000,1,2,1,0
1,24,2,14,1,1000,1,2,1,0
1,35,2,4,1,750,1,1,1,0
2,34,2,4,0,2000,1,2,1,0
2,32,1,20,0,4000,1,1,1,0
1,30,1,20,0,3800,1,1,1,0
2,26,1,20,0,1900,1,1,1,0
1,58,2,17,0,4500,1,1,1,0
1,29,1,15,0,2300,1,1,1,0
1,45,2,12,0,1700,1,1,1,0
1,44,2,17,0,2600,1,1,2,1
1,45,2,12,0,1800,1,1,1,0
1,58,3,14,0,1500,1,1,2,1
1,34,1,17,0,1300,1,1,2,1
1,42,2,8,1,720,1,2,3,0
1,30,2,8,1,1500,1,1,3,0
1,51,2,17,0,6250,1,1,1,0
2,47,2,14,0,1700,1,1,1,0
1,46,2,17,0,6450,1,1,1,0
2,43,2,12,0,1550,1,2,1,0
1,36,2,14,0,5500,1,2,1,0
1,53,2,14,0,6700,1,1,1,0
2,24,1,17,1,2000,1,1,1,0
1,36,2,17,0,5375,1,1,1,0
1,42,2,17,0,6150,1,2,1,0
1,55,2,20,0,4000,1,2,9,0
1,58,2,17,0,3500,1,2,1,0
2,40,2,17,0,2800,1,2,1,0
1,42,2,17,0,3300,1,2,1,0
1,30,1,17,0,6500,1,2,1,0
1,38,2,17,0,4000,1,2,1,0
2,34,2,17,0,3200,1,2,1,0
1,46,2,14,0,2800,1,2,1,0
1,34,2,17,0,3400,1,2,1,0
1,31,2,8,0,3000,1,2,9,0
1,35,1,17,1,1500,1,1,1,0
2,25,1,20,1,1500,1,1,1,0
1,32,2,8,1,1700,1,1,9,0
1,23,1,12,1,1850,1,1,9,0
1,49,2,14,0,5750,1,2,9,0
1,49,2,12,0,6150,1,1,1,0
1,36,2,12,0,3150,1,1,1,0
1,36,2,12,0,3850,1,1,1,0
1,25,1,4,1,900,1,2,1,0
1,23,1,4,1,720,1,2,1,0
1,36,2,8,0,3150,1,1,1,0
1,50,2,17,0,3750,1,2,9,0
1,45,2,20,0,7500,1,2,9,0
1,28,2,8,0,2150,1,1,1,0
1,28,2,17,1,2000,1,2,1,0
1,57,2,14,0,5750,1,1,1,0
2,45,2,17,1,3125,1,1,1,0
1,50,2,14,0,4750,1,1,1,0
1,46,2,8,0,1500,1,2,1,0
2,50,3,12,0,4500,1,1,1,0
1,54,2,17,0,8000,1,1,1,0
2,52,2,17,0,5500,1,1,1,0
2,28,2,20,0,6000,1,1,1,0
1,29,2,20,0,9500,1,1,1,0
1,36,2,20,0,5500,1,2,1,0
2,34,2,20,0,5000,1,2,1,0
1,36,2,17,0,4000,1,1,1,0
1,47,2,20,0,5000,1,1,1,0
1,54,2,14,0,4500,1,2,1,0
1,27,2,17,1,1000,1,2,1,0
2,25,2,14,1,625,1,2,1,0
1,48,2,12,0,1200,1,2,1,0
2,40,2,17,0,5000,1,1,1,0
1,41,2,14,0,5500,1,2,1,0
2,50,3,14,0,5000,1,1,1,0
1,36,2,14,0,3000,1,1,1,0
1,45,2,8,0,4250,1,2,1,0
1,48,2,17,0,4500,1,1,1,0
2,46,2,14,0,4000,1,1,1,0
1,43,2,8,1,1800,1,2,1,0
1,29,2,12,1,1200,1,2,1,0
1,31,2,14,0,3000,1,2,1,0
2,28,2,14,0,4100,1,2,1,0
1,47,2,17,0,6000,1,2,1,0
2,39,2,17,0,4000,1,2,1,0
1,41,2,17,1,1000,1,2,1,0
1,33,2,12,1,900,1,2,1,0
1,20,1,12,1,1100,1,2,1,0
2,22,1,4,1,1000,1,2,1,0
2,42,3,14,0,5500,1,2,1,0
1,22,2,8,1,1700,1,2,1,0
1,42,2,8,1,1950,1,2,1,0
1,52,2,17,0,7550,1,2,1,0
1,36,2,2,1,1500,1,2,1,0
1,35,2,4,1,3000,1,2,1,0
1,24,1,0,1,900,1,2,1,0
1,18,1,2,1,90,1,2,1,0
1,55,2,2,1,1800,1,2,1,0
1,32,2,4,1,1500,1,2,1,0
1,22,1,4,1,1900,1,2,1,0
1,20,1,2,1,1100,1,2,1,0
1,18,1,8,1,840,1,2,1,0
1,43,2,14,0,6200,1,2,9,0
1,30,1,17,0,3550,1,2,1,0
1,20,1,8,1,1500,1,2,9,0
1,19,1,12,1,1500,1,2,9,0
1,39,2,12,0,1950,1,2,1,0
1,37,2,14,0,1980,1,2,3,0
1,32,2,14,0,4500,1,1,1,0
1,31,2,17,1,2500,1,1,1,0
1,26,1,8,1,1500,1,2,1,0
2,39,3,14,0,3750,1,2,1,0
1,40,2,2,1,1800,1,2,1,0
1,36,2,4,1,1500,1,2,9,0
1,22,1,8,1,1200,1,2,9,0
2,45,2,17,0,3680,1,2,1,0
1,34,2,17,0,4000,1,1,1,0
1,45,2,17,0,4500,1,2,1,0
2,26,2,14,0,4500,1,2,1,0
1,22,1,14,1,1500,1,2,1,0
1,37,2,17,0,4000,1,1,1,0
1,41,2,12,0,9866,1,2,9,0
1,32,1,12,0,7467,1,2,9,0
1,47,2,12,0,6326,1,2,9,0
1,38,2,8,0,8160,1,2,9,0
1,21,1,12,1,1200,1,2,9,0
1,32,2,8,1,1750,1,1,9,0
2,29,2,4,1,750,1,2,9,0
1,35,2,14,0,5100,1,1,9,0
1,19,1,14,1,1200,1,2,1,0
1,42,2,17,1,2000,1,2,1,0
1,45,2,17,0,3500,1,1,1,0
1,50,2,17,0,3200,1,1,1,0
2,43,2,14,0,2000,1,1,1,0
1,55,2,17,0,4600,1,1,1,0
1,38,2,8,1,1200,1,2,1,0
1,28,1,8,1,1200,1,2,9,0
1,26,1,8,1,1500,1,2,9,0
2,55,3,0,1,800,1,2,1,0
2,26,1,2,1,1200,1,2,1,0
1,48,2,8,1,1217,1,2,1,0
2,32,2,0,1,490,1,2,1,0
1,50,2,17,0,2500,1,1,9,0
1,33,2,17,1,1200,1,2,9,0
2,27,2,17,0,2600,1,2,9,0
2,61,2,17,0,3000,1,2,1,0
2,33,2,17,0,2500,1,1,1,0
1,40,2,17,1,2400,1,2,3,0
1,26,2,20,1,2500,1,1,1,0
2,27,4,2,1,800,1,2,1,0
2,25,1,17,1,2500,1,2,1,0
2,33,1,8,1,1150,1,2,1,0
2,25,1,17,0,3000,1,1,1,0
2,39,3,4,1,1750,1,2,1,0
2,30,2,17,0,3550,1,1,1,0
2,38,3,17,0,3700,1,1,1,0
1,27,2,17,0,3200,1,1,1,0
2,30,1,17,0,6250,1,2,1,0
1,52,2,20,0,9400,1,2,9,0
2,30,1,14,1,2500,1,2,1,0
1,30,2,17,1,1350,1,2,1,0
1,43,2,20,0,8125,1,1,1,0
2,43,2,20,0,5350,1,1,1,0
1,38,1,17,0,4625,1,1,1,0
2,27,3,17,1,2000,1,2,1,0
1,44,2,17,0,5000,1,2,1,0
2,40,2,14,0,4000,1,2,1,0
2,30,1,15,0,3750,1,2,1,0
1,40,2,17,0,7500,1,1,1,0
1,58,2,8,1,1200,1,2,1,0
2,29,2,8,1,700,1,2,1,0
1,31,2,12,1,1200,1,2,1,0
1,45,2,8,1,1500,1,2,1,0
2,43,2,4,1,750,1,2,1,0
1,30,1,4,1,800,1,2,1,0
1,32,1,17,0,8317,1,2,1,0
2,36,1,17,0,5625,1,1,1,0
1,32,2,8,0,3850,1,2,1,0
1,35,2,14,1,1800,1,2,1,0
1,45,2,14,0,3200,1,2,1,0
1,38,2,17,0,2350,1,2,1,0
1,46,2,8,0,4375,1,2,1,0
1,29,2,4,1,1000,1,2,1,0
2,28,2,14,1,1500,1,2,1,0
1,43,2,8,0,4000,1,2,1,0
1,48,2,0,0,2500,1,2,1,0
1,25,1,12,1,1000,1,2,1,0
2,23,1,14,1,1500,1,2,1,0
2,36,2,4,1,1200,1,2,1,0
1,46,1,4,1,1000,1,2,1,0
1,40,1,12,1,1500,1,2,1,0
2,27,1,14,1,1000,1,2,1,0
1,42,1,2,1,1500,1,2,1,0
1,62,2,0,1,1000,1,2,1,0
1,34,2,4,1,1500,1,2,1,0
1,33,1,4,1,1000,1,2,1,0
1,24,1,12,1,1250,1,2,1,0
2,28,1,12,1,700,1,2,1,0
1,25,1,14,1,1050,1,2,1,0
1,43,2,8,1,2250,1,1,1,0
1,28,2,8,1,2250,1,2,1,0
1,39,2,8,1,3750,1,2,1,0
1,26,2,12,1,1080,1,2,1,0
2,38,4,14,1,2250,1,1,1,0
1,25,2,12,1,1400,1,2,1,0
2,23,2,12,1,1000,1,2,1,0
1,40,2,14,0,4800,1,1,1,0
2,34,2,17,0,3800,1,1,1,0
2,50,2,12,1,1850,1,1,1,0
1,35,1,17,0,2500,1,1,1,0
1,60,3,4,1,1680,1,2,1,0
2,40,3,4,1,1200,1,2,1,0
1,35,2,4,1,2000,1,2,1,0
2,50,3,4,1,1200,1,2,1,0
2,25,4,8,1,500,1,2,1,0
1,45,2,4,1,1300,1,2,1,0
1,32,2,17,0,1750,1,2,9,0
1,47,2,17,0,4500,1,2,1,0
1,45,2,8,1,1500,1,2,9,0
1,45,2,8,1,1925,1,2,9,0
1,30,2,8,1,1675,1,2,9,0
1,29,2,12,1,1500,1,2,9,0
2,29,1,20,0,5250,1,2,1,0
2,56,3,17,0,7350,1,2,1,0
1,33,2,17,0,7130,1,2,1,0
1,28,1,17,1,2400,1,2,1,0
1,23,1,17,1,2100,1,2,1,0
1,33,1,12,1,1500,1,2,1,0
1,35,2,14,1,1200,2,2,1,0
1,25,2,8,1,1500,1,2,1,0
1,44,2,17,0,4600,1,2,1,0
2,39,3,14,0,3750,1,2,1,0
1,25,1,12,1,1800,1,2,1,0
1,46,2,8,1,1220,1,2,1,0
2,32,2,0,1,490,1,2,1,0
1,22,1,14,1,1500,1,2,1,0
1,55,2,17,0,10000,1,2,9,0
2,27,1,17,1,2200,1,2,1,0
1,28,1,17,1,1700,1,2,1,0
1,22,1,17,1,1700,1,2,1,0
1,21,1,17,1,1700,1,2,1,0
1,35,2,17,0,3000,1,1,9,0
1,58,2,17,0,5000,1,1,9,0
1,45,2,17,1,2500,1,1,9,0
1,22,1,17,1,2000,1,2,9,0
2,28,1,17,1,1000,1,2,9,0
1,51,2,14,0,6125,1,1,1,0
1,24,2,4,1,1200,1,2,1,0
1,21,1,4,1,1080,1,2,1,0
2,25,1,4,1,575,1,2,1,0
1,23,2,8,0,3000,1,1,1,0
1,50,2,4,1,1200,1,2,1,0
1,21,1,4,1,900,1,2,1,0
1,19,1,4,1,900,1,2,1,0
1,18,1,4,1,900,1,2,1,0
1,36,2,8,0,3000,1,1,1,0
1,32,1,4,1,1200,1,2,1,0
1,47,2,4,1,1200,1,2,1,0
2,45,2,4,1,300,1,2,1,0
1,21,1,4,1,900,1,2,1,0
1,44,2,2,1,1050,1,2,9,0
1,47,2,8,0,4387,1,1,9,0
1,35,2,0,1,750,1,2,9,0
1,45,2,0,1,1050,1,2,9,0
2,35,3,14,1,934,1,2,9,0
1,40,2,12,1,750,1,2,9,0
1,32,2,14,0,3200,1,2,9,0
1,28,2,14,0,3000,1,2,9,0
1,55,2,0,1,750,1,2,1,0
1,30,2,0,1,1050,1,2,1,0
1,40,1,0,1,770,1,2,1,0
1,46,2,0,1,1050,1,2,1,0
1,63,3,0,1,600,1,2,3,0
1,35,2,0,1,750,1,2,3,0
1,50,2,0,1,1050,1,2,3,0
1,20,2,0,1,1050,1,2,3,0
1,53,2,0,1,1050,1,2,9,0
1,26,1,0,1,1050,1,2,9,0
1,40,2,0,1,1050,1,2,9,0
1,35,2,4,1,300,1,2,9,0
1,30,2,4,1,400,1,2,9,0
1,54,2,4,0,3500,1,1,9,0
1,48,2,4,0,4000,1,1,9,0
1,26,1,12,1,1260,1,2,9,0
1,22,2,14,1,1260,1,2,9,0
1,40,2,14,0,3000,1,1,9,0
1,45,2,17,0,4500,1,1,9,0
1,50,2,12,0,4000,1,1,9,0
1,26,2,14,1,700,1,2,9,0
1,40,2,12,0,4700,1,1,9,0
1,57,3,2,0,4200,1,1,9,0
1,35,2,0,1,700,1,2,9,0
1,34,2,14,0,2800,1,1,9,0
1,35,2,4,1,640,1,2,3,0
1,58,2,8,1,1120,1,2,2,1
1,45,2,0,1,125,1,2,2,1
1,20,1,8,1,720,1,2,2,1
1,34,2,8,1,800,1,2,9,0
1,23,1,8,1,400,1,2,9,0
1,42,2,8,1,1500,1,2,9,0
1,27,2,8,1,1600,1,2,9,0
1,37,2,4,1,2000,1,2,9,0
1,27,2,12,1,3000,1,2,9,0
1,37,2,12,0,4000,1,1,2,1
2,51,2,0,1,350,1,1,9,0
2,21,2,14,1,840,1,1,9,0
2,26,2,17,0,4200,1,1,9,0
1,45,2,2,1,1400,1,2,9,0
1,35,2,4,1,1000,1,2,9,0
1,46,4,0,1,700,1,2,9,0
1,45,2,14,0,4200,1,1,9,0
1,45,2,0,1,1050,1,2,9,0
1,20,1,8,1,1050,1,2,9,0
1,43,2,0,1,1050,1,2,9,0
1,18,1,2,1,1050,1,2,9,0
1,38,2,0,1,1050,1,2,9,0
1,26,1,12,1,500,1,2,9,0
1,35,2,4,1,850,1,2,9,0
1,45,2,8,1,500,1,2,9,0
1,29,2,8,0,700,1,1,1,0
1,37,2,2,1,200,1,2,9,0
1,57,2,12,0,5000,1,1,1,0
2,23,1,14,0,4000,1,1,1,0
1,29,2,14,1,800,1,1,1,0
2,23,2,14,1,800,1,1,1,0
1,37,2,12,0,3000,1,1,1,0
1,27,2,8,1,1000,1,2,9,0
1,26,2,8,1,800,1,2,1,0
1,30,2,20,1,467,1,2,1,0
1,27,1,17,1,2800,1,2,1,0
1,45,2,12,0,4000,1,2,1,0
1,45,2,20,0,5833,1,2,1,0
1,38,2,12,1,800,1,2,1,0
1,32,2,14,0,3750,1,2,9,0
2,36,3,17,0,5500,1,1,9,0
1,30,2,8,1,2300,1,1,9,0
1,32,2,17,1,500,1,1,1,0
2,32,2,17,1,875,1,1,1,0
1,56,2,4,1,800,1,1,1,0
1,35,2,14,0,5750,1,1,9,0
1,40,2,14,0,4500,1,1,9,0
1,38,2,14,0,750,2,1,9,0
1,45,2,0,1,1000,1,1,9,0
1,55,2,0,1,1000,1,2,9,0
1,45,2,17,0,4666,1,2,9,0
1,28,1,12,0,3150,1,2,9,0
1,37,2,8,1,2334,1,2,9,0
1,45,2,8,1,750,1,2,9,0
1,57,2,8,0,3733,1,2,9,0
1,45,2,4,1,600,1,2,1,0
1,55,2,2,1,1750,1,2,9,0
1,19,1,8,1,1100,1,2,9,0
2,30,2,14,0,400,1,1,3,0
1,30,2,8,1,450,1,2,3,0
1,40,2,17,0,4500,1,1,1,0
1,40,2,14,0,4500,1,1,1,0
1,35,2,0,1,1050,1,1,1,0
1,30,2,0,1,1150,1,2,1,0
1,50,2,17,0,7000,1,2,1,0
1,50,2,12,1,1950,1,2,3,0
1,28,1,20,1,1660,1,2,3,0
1,28,2,12,1,1325,1,2,1,0
1,20,1,8,1,904,1,2,1,0
1,26,1,17,0,4800,1,2,1,0
1,39,2,14,1,1000,1,2,1,0
1,30,2,12,1,1000,1,2,1,0
1,22,2,8,1,600,1,2,1,0
2,35,2,12,1,100,1,2,9,0
1,24,1,15,0,1750,1,1,9,0
1,24,1,4,1,750,1,2,9,0
1,57,2,0,1,600,1,2,2,1
1,23,1,4,1,1200,1,2,2,1
1,20,1,4,1,750,1,2,2,1
1,45,2,12,1,700,1,2,9,0
1,50,2,14,0,7500,1,1,9,0
1,42,2,12,0,5500,1,2,9,0
1,33,1,2,1,1400,1,2,2,1
1,60,2,8,1,1047,1,2,2,1
1,28,1,12,1,900,1,2,2,1
1,55,3,8,1,2500,1,1,2,1
1,25,1,8,1,1200,1,2,2,1
1,23,1,8,1,1400,1,1,2,1
1,36,2,8,1,825,1,1,2,1
2,31,2,20,0,4875,1,2,2,1
1,35,2,20,0,5700,1,2,2,1
1,62,2,12,1,3500,1,2,9,0
1,52,2,2,1,750,1,2,9,0
2,45,2,0,1,750,1,2,9,0
1,40,1,0,1,1000,1,2,9,0
1,34,2,8,1,750,1,2,9,0
1,20,1,12,1,750,1,2,9,0
1,43,2,17,1,8070,1,2,9,0
2,35,2,20,1,2550,1,2,9,0
1,41,2,15,0,6000,1,1,9,0
1,36,2,12,0,7000,1,2,9,0
2,35,2,17,0,5000,1,1,9,0
1,30,2,2,1,500,1,2,9,0
1,56,2,4,1,1600,1,2,9,0
1,20,1,8,1,1250,1,2,9,0
1,32,2,8,0,4000,1,1,9,0
1,55,2,0,1,1200,1,2,2,1
1,28,1,4,0,1400,1,2,2,1
1,46,1,12,1,3000,1,1,2,1
2,30,1,8,1,780,1,2,2,1
1,51,2,8,0,3000,1,1,2,1
1,40,2,8,1,1050,1,2,2,1
2,40,2,0,1,225,2,2,2,1
2,17,1,8,1,375,1,2,2,1
1,45,2,8,1,2000,1,2,3,0
1,26,1,14,0,750,1,2,9,0
1,56,2,8,0,4250,1,1,9,0
1,27,1,14,1,2500,1,2,9,0
1,29,2,14,1,1500,1,2,9,0
1,28,1,14,1,1000,1,2,9,0
1,45,2,14,0,4500,1,2,9,0
1,33,2,14,1,1200,1,2,9,0
2,52,3,4,0,3000,1,1,2,1
1,26,1,14,1,875,1,2,2,1
1,40,2,12,0,3650,1,2,2,1
