"Sex","Age","Married","Education","Informal","Wages","Full_time","Union_member","Social_Group","Urban"
1,24,1,14,1,700,1,2,3,0
1,48,2,0,1,1050,2,2,9,0
2,45,2,0,1,600,2,2,9,0
2,45,2,0,1,300,2,2,9,0
1,24,2,12,0,1950,1,2,9,0
1,21,1,12,0,1750,1,2,9,0
1,56,2,4,0,2800,1,2,3,0
2,55,2,0,1,560,1,2,3,0
1,24,2,8,1,100,1,2,9,0
1,22,2,12,1,200,1,2,9,0
1,39,2,4,0,3033,1,2,2,1
1,65,2,0,1,1000,1,2,3,0
1,25,2,8,1,1000,1,2,3,0
2,20,4,4,1,800,1,2,3,0
1,24,2,4,1,700,1,2,2,1
1,18,1,4,1,400,1,2,2,1
1,16,1,8,1,300,1,2,2,1
1,57,2,8,1,1250,1,2,9,0
2,49,2,0,1,950,1,2,9,0
1,32,2,4,1,1050,1,2,2,1
2,30,2,12,1,700,1,2,2,1
1,57,2,14,0,4750,1,1,9,0
1,32,2,17,0,4200,1,1,9,0
1,45,2,0,1,200,1,2,2,1
1,42,2,20,1,200,1,2,2,1
2,30,2,2,1,700,1,2,2,1
1,52,2,0,1,1000,1,2,2,1
2,45,2,0,1,500,1,2,2,1
1,24,1,0,1,600,1,2,2,1
1,22,1,0,1,570,1,2,2,1
1,52,2,0,1,300,1,2,2,1
2,48,2,0,1,100,1,2,2,1
1,27,2,0,1,750,1,2,2,1
2,24,2,0,1,400,1,2,2,1
1,25,2,4,1,600,1,2,2,1
1,23,2,14,0,980,1,2,2,1
1,21,1,2,1,600,1,2,2,1
1,35,2,17,0,5833,1,1,2,1
1,40,2,17,0,7000,1,1,9,0
1,45,2,0,1,450,1,2,2,1
1,55,2,17,0,2500,1,2,9,0
1,40,2,12,0,2334,1,2,9,0
1,40,2,12,0,100,1,2,9,0
1,25,2,2,1,500,1,2,9,0
1,38,2,20,0,1000,1,2,2,1
2,27,2,20,1,900,1,2,2,1
1,60,2,0,1,1400,1,2,2,1
2,55,2,0,1,700,1,2,2,1
1,26,2,2,1,1000,1,2,2,1
1,24,2,0,1,900,2,2,2,1
1,52,2,17,0,2000,1,2,9,0
1,27,2,12,1,700,1,2,1,0
1,24,2,8,1,840,1,2,9,0
1,32,2,14,1,1200,1,2,9,0
1,22,1,8,1,840,1,2,9,0
2,65,3,0,1,420,1,2,3,0
1,41,2,4,1,840,1,2,3,0
1,58,2,12,0,550,1,2,9,0
2,21,1,15,1,3000,1,1,9,0
1,28,2,12,1,1000,1,2,9,0
1,35,2,8,1,1400,1,2,2,1
2,36,2,8,1,720,1,2,3,0
1,34,2,12,1,1540,1,2,2,1
2,28,2,12,1,480,1,2,2,1
2,55,3,0,1,700,1,2,2,1
1,35,1,17,0,1300,1,2,2,1
1,30,1,17,1,1050,1,2,2,1
1,25,1,17,1,1000,1,2,2,1
1,47,2,8,1,1450,1,2,2,1
1,21,1,14,1,1050,1,2,2,1
1,35,2,14,1,1050,1,2,9,0
2,31,2,4,1,800,1,2,9,0
1,26,2,8,1,1200,1,2,9,0
1,51,2,2,1,1050,1,2,9,0
2,45,2,8,1,700,1,2,9,0
1,20,1,8,1,800,1,2,9,0
1,35,2,14,0,3383,1,1,9,0
1,48,2,8,0,3453,1,1,9,0
1,44,2,0,1,1000,1,2,3,0
2,40,2,0,1,700,1,2,3,0
1,51,2,0,1,800,1,2,3,0
1,27,2,0,1,1200,1,2,3,0
2,25,2,0,1,600,1,2,3,0
1,20,1,8,1,1000,1,2,3,0
2,42,3,8,1,240,1,2,9,0
1,22,1,14,0,583,1,2,9,0
1,36,2,8,1,2850,1,2,9,0
1,32,2,8,1,600,1,2,9,0
1,28,2,14,0,900,1,2,2,1
1,25,1,14,1,700,1,2,2,1
2,46,2,0,1,100,1,2,3,0
1,37,2,2,1,400,1,2,9,0
1,32,2,15,1,1000,1,2,9,0
1,58,2,2,1,450,2,2,9,0
1,53,2,0,1,1250,1,2,9,0
1,28,2,17,1,1000,1,2,9,0
1,21,1,12,1,1800,1,2,9,0
1,40,2,17,1,3050,1,1,3,0
2,38,2,17,1,750,1,2,3,0
1,55,2,12,0,3000,1,2,9,0
1,26,2,12,1,2300,1,2,9,0
1,25,1,12,1,1700,1,2,9,0
1,36,2,8,1,410,1,2,9,0
1,47,2,17,0,5400,1,1,9,0
1,30,2,17,0,2200,1,1,9,0
1,67,2,4,1,300,1,2,9,0
2,59,2,2,1,280,1,2,9,0
1,23,1,14,1,420,1,2,9,0
2,39,3,4,1,240,1,2,2,1
2,17,1,8,1,240,1,2,2,1
1,43,2,20,0,8867,1,2,9,0
2,47,3,4,1,467,1,2,9,0
1,25,2,14,1,583,1,2,9,0
2,47,2,17,0,5133,1,2,2,1
1,38,2,12,1,700,1,2,9,0
1,40,2,15,0,4433,1,2,2,1
1,35,2,4,1,583,1,2,9,0
2,32,2,8,1,420,2,2,9,0
1,30,2,17,0,15000,1,2,9,0
1,45,2,14,1,4500,1,2,9,0
1,28,2,14,1,5000,1,2,9,0
1,49,2,8,0,2356,1,2,9,0
2,38,3,0,1,840,1,2,9,0
1,40,2,17,1,2940,1,2,2,1
1,30,2,14,1,2006,1,1,9,0
1,40,3,0,1,850,1,2,9,0
1,50,2,14,0,2100,1,1,9,0
1,35,2,12,1,1050,1,1,9,0
1,45,2,2,1,1050,1,2,9,0
1,46,2,14,0,6000,1,2,2,1
1,34,2,17,1,2000,1,2,2,1
1,42,3,8,1,3500,1,2,2,1
1,62,3,4,1,490,1,2,3,0
1,54,2,8,1,240,1,2,9,0
1,23,1,14,1,750,1,2,9,0
1,25,2,8,1,1250,1,2,9,0
1,45,2,2,1,750,1,2,3,0
1,19,1,8,1,933,1,2,3,0
1,64,2,8,1,480,1,2,2,1
1,45,2,0,1,480,1,2,9,0
2,41,2,0,1,360,1,2,9,0
1,22,2,14,1,1050,1,2,9,0
1,24,2,17,0,1400,1,1,2,1
2,34,3,4,1,360,1,2,9,0
1,37,2,20,0,4250,1,1,3,0
1,40,2,0,1,750,1,2,9,0
1,32,2,8,1,750,1,2,9,0
2,30,3,4,1,90,1,2,9,0
1,30,2,14,1,1750,1,1,9,0
1,31,2,8,1,830,1,2,9,0
1,27,1,8,1,830,1,2,9,0
1,44,2,17,1,7000,1,2,9,0
1,25,1,17,1,1633,1,2,9,0
1,45,2,8,1,1500,1,2,9,0
2,50,3,12,1,992,1,1,3,0
1,34,2,12,1,1750,1,2,9,0
2,40,2,0,1,560,1,2,3,0
1,18,1,4,1,700,1,2,3,0
1,56,2,8,1,5000,1,2,2,1
1,56,2,8,0,4000,1,2,2,1
1,28,2,14,1,200,1,2,2,1
1,24,2,8,1,200,1,2,2,1
1,60,2,8,1,490,1,2,2,1
1,28,2,8,1,700,1,2,2,1
1,26,1,8,1,700,1,2,2,1
1,34,2,12,1,3000,1,2,9,0
1,42,2,14,1,3000,1,2,9,0
1,40,2,20,0,4200,1,1,9,0
1,38,2,12,0,2065,1,2,3,0
1,38,2,12,0,2065,1,2,3,0
1,32,2,17,0,1750,1,2,9,0
2,28,2,12,1,350,1,1,9,0
2,28,2,12,1,350,1,1,9,0
1,56,2,12,0,7000,1,2,9,0
1,32,2,14,0,8000,1,1,9,0
1,42,2,12,1,5500,1,2,9,0
1,58,2,2,1,300,1,2,1,0
1,21,1,15,1,1000,1,2,1,0
1,21,1,15,1,750,1,2,1,0
2,41,2,0,1,560,1,2,1,0
1,33,2,12,1,1500,1,2,1,0
1,56,2,4,1,150,1,2,1,0
2,40,2,0,1,200,1,2,1,0
1,42,2,12,1,1050,1,2,3,0
1,55,2,0,1,1050,1,2,1,0
2,50,2,0,1,700,1,2,1,0
1,32,2,4,1,1050,1,2,1,0
2,28,2,2,1,700,1,2,1,0
1,25,1,8,1,1050,1,2,1,0
1,35,2,2,1,300,1,2,1,0
2,31,2,2,1,500,1,2,1,0
1,30,2,12,1,1050,1,2,9,0
1,40,2,4,1,2000,1,2,9,0
1,40,2,4,1,200,1,2,9,0
1,18,1,8,1,1200,1,2,9,0
1,42,2,4,0,1175,1,2,9,0
1,32,2,20,0,3120,1,2,9,0
1,30,2,12,0,1050,1,2,9,0
2,46,2,0,1,700,1,2,9,0
1,25,4,4,1,1050,1,2,9,0
1,55,2,17,0,2429,1,2,9,0
1,45,2,4,1,1050,1,2,1,0
2,40,2,0,1,700,1,2,1,0
1,16,1,8,1,700,1,2,1,0
1,14,1,4,1,700,1,2,1,0
1,60,2,0,1,450,1,2,1,0
1,30,2,2,1,900,1,2,1,0
2,27,2,2,1,500,1,2,1,0
1,18,1,4,1,1050,1,2,1,0
1,16,1,4,1,1050,1,2,1,0
2,60,2,8,0,2050,1,2,9,0
1,45,2,8,1,317,1,2,3,0
1,45,2,8,1,2100,1,2,3,0
2,41,2,8,1,350,1,2,3,0
1,46,2,8,1,850,1,2,9,0
2,40,2,12,1,370,1,2,9,0
1,36,2,8,1,131,1,2,9,0
1,36,2,8,1,862,1,2,9,0
2,30,2,4,1,300,1,2,9,0
1,70,2,8,1,500,1,2,9,0
1,65,2,0,1,620,1,2,9,0
2,60,2,2,1,260,1,2,9,0
1,44,2,12,1,630,1,2,9,0
2,39,2,8,1,205,1,2,9,0
1,28,2,12,0,2500,1,1,3,0
1,36,2,0,1,1500,1,2,3,0
2,33,2,4,1,1020,1,2,3,0
1,42,2,2,1,500,1,2,3,0
2,40,2,0,1,600,1,2,3,0
1,24,1,12,1,1141,1,2,9,0
1,54,2,12,0,2971,1,2,9,0
1,26,2,14,1,1242,1,2,9,0
1,52,3,4,1,750,1,2,3,0
1,42,2,8,0,700,1,2,2,1
2,38,2,0,1,300,2,2,2,1
1,20,1,8,1,300,2,2,2,1
1,48,2,2,0,3000,1,2,1,0
1,40,2,12,1,600,2,2,3,0
1,47,2,12,1,1500,1,2,3,0
1,24,1,14,1,700,1,2,3,0
1,33,2,12,1,700,1,2,1,0
2,30,2,2,1,700,2,2,1,0
1,51,2,4,0,500,1,1,1,0
2,34,2,15,1,1000,1,2,9,0
1,25,2,17,0,5150,1,2,9,0
1,48,2,8,0,3500,1,1,1,0
1,35,4,2,1,450,1,2,1,0
1,32,1,0,1,300,2,2,1,0
1,60,2,0,1,875,1,2,1,0
2,55,2,0,1,875,1,2,1,0
1,38,2,15,0,4250,1,1,9,0
1,20,1,14,0,3250,1,1,3,0
1,36,2,12,0,3100,1,2,2,1
1,44,2,0,1,300,1,2,2,1
2,40,2,0,1,400,1,2,2,1
1,19,1,4,1,450,1,2,2,1
1,18,1,8,1,150,1,2,2,1
1,44,2,2,1,1400,1,2,3,0
1,35,3,8,1,100,1,2,2,1
1,35,3,8,1,100,1,2,2,1
1,45,2,12,0,715,1,1,9,0
2,65,3,0,1,1050,1,2,9,0
2,55,2,12,0,6000,1,2,9,0
1,25,1,14,1,1500,1,2,2,1
1,34,2,15,0,4250,1,1,3,0
2,46,3,12,0,1250,1,1,3,0
1,27,1,17,1,3950,1,1,3,0
1,30,2,8,1,1400,1,2,2,1
1,32,2,12,1,600,1,1,2,1
1,56,2,0,1,600,1,2,9,0
1,33,2,8,1,1050,1,2,9,0
2,30,2,8,1,700,1,2,9,0
1,42,2,8,1,750,1,2,9,0
2,30,2,0,1,500,2,2,9,0
2,58,2,0,1,700,1,2,3,0
1,32,2,8,1,300,1,2,3,0
2,26,2,8,1,300,1,2,3,0
2,50,2,0,1,500,1,2,9,0
1,30,2,8,1,1050,1,2,9,0
2,25,2,8,1,300,1,2,9,0
1,41,2,8,1,1400,1,2,3,0
1,38,2,20,0,7500,1,1,9,0
1,55,2,12,0,4500,1,2,9,0
2,42,2,0,1,200,1,2,2,1
1,35,2,8,1,2100,1,2,2,1
1,46,2,2,1,600,1,2,9,0
2,40,2,0,1,500,1,2,9,0
2,28,2,4,1,200,1,2,9,0
1,44,2,8,0,2800,1,2,9,0
1,44,2,2,1,750,1,2,2,1
1,16,1,8,1,300,1,2,2,1
1,46,2,17,0,3350,1,1,2,1
1,29,2,8,1,750,1,2,2,1
1,52,2,0,1,600,1,2,2,1
2,48,2,0,1,600,1,2,2,1
2,46,2,2,1,700,1,2,3,0
1,35,2,0,1,1050,1,2,3,0
1,33,2,12,1,467,1,1,3,0
1,34,2,8,1,750,1,2,9,0
2,30,2,2,1,630,1,2,9,0
2,43,2,0,1,700,1,2,2,1
1,20,1,8,1,750,1,2,2,1
1,36,2,17,0,5133,1,1,9,0
1,38,2,8,1,840,1,2,3,0
1,45,2,8,1,1000,1,2,3,0
1,21,1,15,1,583,1,2,3,0
1,48,2,2,1,800,1,2,9,0
2,38,2,0,1,300,1,2,9,0
2,70,3,0,1,100,1,2,3,0
1,28,2,20,1,2000,1,2,3,0
1,35,2,14,0,2000,1,1,3,0
1,48,2,2,1,1400,1,2,3,0
1,33,2,17,1,1750,1,2,9,0
2,27,2,8,1,525,1,2,9,0
2,30,2,0,1,140,1,2,3,0
1,32,2,20,0,1517,1,2,9,0
1,28,2,14,1,1500,1,2,9,0
2,45,2,12,1,525,1,2,9,0
1,52,2,17,0,3500,1,1,2,1
1,24,2,17,0,2500,1,1,2,1
1,39,2,14,1,1000,1,2,9,0
1,51,2,8,0,2000,1,1,2,1
1,22,1,8,1,1000,1,2,2,1
1,47,2,4,1,1200,1,2,2,1
1,25,2,8,1,1400,1,1,9,0
1,47,2,2,1,1000,1,2,9,0
2,41,2,12,1,600,1,2,9,0
2,69,3,0,1,480,1,2,9,0
1,49,3,2,1,800,1,2,9,0
1,46,2,2,0,2800,1,1,2,1
1,18,1,8,1,617,2,2,2,1
1,28,2,14,1,620,1,2,3,0
1,40,2,12,1,900,1,2,9,0
1,40,2,2,1,1440,1,2,9,0
2,30,2,2,1,360,1,2,9,0
2,40,2,0,1,420,1,2,9,0
1,51,2,17,0,7250,1,1,2,1
1,55,2,17,0,3750,1,1,2,1
1,27,2,17,0,4500,1,2,2,1
1,51,2,14,0,2500,1,1,2,1
1,48,2,8,1,400,2,2,2,1
2,41,2,8,1,420,2,2,2,1
2,44,2,15,0,4000,1,1,2,1
1,35,2,2,1,750,1,2,2,1
2,32,2,4,1,210,1,2,2,1
1,30,2,12,1,600,1,2,2,1
1,40,2,0,1,700,1,2,2,1
2,38,2,0,1,140,1,2,2,1
1,55,2,17,0,7817,1,2,3,0
2,53,2,20,0,7467,1,2,3,0
1,26,1,4,1,700,1,2,2,1
1,36,2,8,0,1680,1,1,3,0
2,30,2,8,1,600,1,2,3,0
1,35,2,8,1,1000,1,2,3,0
2,26,2,8,1,300,1,2,3,0
1,52,2,17,0,5800,1,1,9,0
1,27,2,8,1,1050,1,2,9,0
1,27,2,12,1,1400,1,2,9,0
2,52,3,2,1,700,1,2,9,0
1,35,2,20,0,5000,1,2,3,0
1,45,2,8,1,1250,1,2,3,0
1,19,1,12,1,800,1,2,3,0
1,46,2,8,1,600,1,2,3,0
2,40,2,4,1,300,1,2,3,0
1,19,1,14,1,600,1,2,3,0
1,50,2,0,1,600,1,2,1,0
2,46,2,0,1,300,1,2,1,0
1,45,2,8,1,1250,1,2,3,0
2,40,3,0,1,450,1,2,1,0
1,22,1,2,1,450,1,2,1,0
2,28,2,17,1,800,1,2,9,0
1,25,2,8,0,1400,1,2,3,0
1,30,2,12,0,1814,1,2,9,0
1,45,2,12,0,2000,1,2,9,0
1,24,1,14,1,550,1,2,3,0
1,22,1,12,1,500,1,2,3,0
1,37,2,4,1,820,1,2,3,0
1,34,2,8,1,1385,1,2,3,0
1,29,2,8,1,750,1,2,3,0
2,27,2,4,1,700,1,2,3,0
1,56,2,2,1,3000,1,2,3,0
1,33,2,12,1,1250,1,2,3,0
1,42,2,12,0,6000,1,2,9,0
2,38,2,2,1,500,1,2,3,0
1,46,2,4,1,1050,1,2,3,0
2,42,2,4,1,700,1,2,3,0
1,58,2,12,0,7250,1,1,3,0
2,18,1,8,0,1125,1,2,3,0
1,34,2,17,0,5133,1,1,3,0
2,28,2,15,0,3500,1,2,3,0
1,33,2,15,0,5600,1,1,3,0
2,26,2,15,0,700,1,2,3,0
1,34,2,8,1,1400,1,2,2,1
2,30,2,4,1,610,1,2,2,1
2,56,3,0,1,610,1,2,2,1
2,43,3,15,0,4020,1,1,3,0
1,40,2,17,0,5000,1,2,9,0
1,33,2,4,1,1200,1,2,9,0
1,30,2,8,1,1500,1,2,9,0
1,32,2,14,1,1000,1,2,9,0
1,28,2,8,1,1500,1,2,9,0
1,28,2,12,1,1500,1,2,9,0
1,49,2,17,1,1725,1,1,9,0
1,35,2,14,0,3033,1,1,3,0
1,22,1,15,1,3000,1,2,3,0
1,36,2,8,1,6000,1,2,9,0
1,27,2,4,1,5000,1,2,9,0
1,40,2,8,0,7500,1,2,9,0
1,35,2,12,1,6000,1,2,9,0
1,35,2,14,0,2562,1,2,9,0
1,37,2,14,1,700,1,1,9,0
1,25,2,12,1,2000,1,2,9,0
1,38,2,17,0,3035,1,1,9,0
2,45,3,8,1,700,1,2,2,1
1,32,2,12,0,7000,1,2,3,0
1,27,1,17,1,4500,1,2,9,0
2,65,1,0,1,700,1,2,2,1
1,50,2,17,1,8000,1,2,3,0
1,40,2,8,1,700,1,2,2,1
2,30,2,12,1,700,1,2,2,1
1,38,2,15,1,3164,1,1,9,0
1,40,2,14,1,3130,1,1,9,0
1,40,2,14,1,1200,1,1,9,0
2,38,2,14,1,350,1,2,9,0
1,39,2,4,0,700,1,2,2,1
1,41,2,8,1,875,1,2,2,1
2,37,2,8,1,700,1,2,2,1
1,28,2,17,0,2713,1,1,9,0
1,44,2,14,1,820,1,2,9,0
1,35,2,17,0,8283,1,2,9,0
1,42,2,8,0,1540,1,2,9,0
1,43,2,8,1,1400,1,2,9,0
1,33,2,2,1,700,1,2,2,1
1,21,1,4,1,1050,1,2,9,0
1,26,2,8,1,1050,1,2,2,1
2,25,2,0,1,700,1,2,2,1
2,58,3,2,1,700,1,2,9,0
1,38,2,14,0,4293,1,2,9,0
1,17,1,14,1,466,1,2,3,0
1,26,2,14,1,1120,1,2,3,0
1,20,1,14,1,712,1,2,3,0
1,24,1,17,0,3052,1,1,9,0
1,52,2,2,1,707,1,2,9,0
1,46,2,17,1,6530,1,1,9,0
1,33,2,15,0,5250,1,1,3,0
1,40,2,8,1,940,1,2,2,1
2,35,2,4,1,690,1,2,2,1
1,44,2,12,0,4089,1,1,9,0
1,29,2,12,1,1050,1,2,9,0
1,42,2,20,0,7933,1,1,9,0
1,40,2,20,0,7233,1,1,9,0
1,40,2,8,1,750,1,2,2,1
1,42,2,2,1,3500,1,2,9,0
1,26,2,8,1,1000,1,2,3,0
1,24,1,15,1,2000,1,2,3,0
1,47,2,12,0,4200,1,2,9,0
2,21,1,15,1,1200,1,2,3,0
1,26,2,8,1,1860,1,1,3,0
1,35,2,17,0,6000,1,1,9,0
2,50,2,17,0,5000,1,1,9,0
1,36,2,8,1,2000,1,2,9,0
1,25,2,12,1,1000,1,2,9,0
1,45,2,8,0,4000,1,2,9,0
1,30,1,14,0,3000,1,1,9,0
2,36,4,8,1,500,1,1,9,0
1,42,2,8,1,1500,1,2,9,0
2,36,2,8,1,400,1,2,9,0
1,48,2,4,1,2100,1,1,9,0
1,43,2,17,0,7000,1,1,9,0
1,35,2,17,0,5000,1,2,9,0
1,58,2,4,0,3000,1,2,3,0
1,42,2,12,1,3000,1,2,9,0
2,45,3,4,1,875,1,2,2,1
1,30,2,0,1,1400,1,2,3,0
2,34,2,20,0,3500,1,1,3,0
2,34,2,20,0,500,1,1,3,0
2,29,2,15,1,2000,1,2,1,0
2,29,2,15,1,500,1,2,1,0
1,31,2,14,1,1400,1,2,1,0
2,37,2,4,1,2100,1,2,1,0
1,40,2,12,1,1000,1,2,1,0
2,38,3,8,1,1400,1,2,1,0
1,39,2,0,1,875,1,2,1,0
2,35,2,0,1,875,1,2,1,0
1,40,2,0,1,875,1,2,1,0
2,37,2,0,1,500,1,2,1,0
1,16,1,8,1,625,1,2,1,0
1,15,1,4,1,400,1,2,1,0
1,49,2,0,1,1050,1,2,1,0
2,44,2,0,1,875,1,2,1,0
1,54,2,12,0,2500,1,2,9,0
1,28,2,12,0,2500,1,2,9,0
1,53,2,17,0,1186,1,2,9,0
1,45,2,12,0,814,1,1,9,0
1,40,2,12,1,2500,1,1,9,0
1,42,2,12,0,4500,1,1,9,0
1,22,2,8,1,2000,1,1,9,0
1,40,2,8,1,1400,2,2,2,1
2,35,2,8,1,875,2,2,2,1
1,62,2,8,1,1400,2,2,2,1
1,28,2,12,1,1500,1,2,3,0
1,30,2,12,1,3000,1,2,3,0
1,60,2,12,1,1650,1,2,2,1
1,22,1,14,1,2000,1,2,2,1
2,65,3,0,1,1050,1,2,2,1
1,40,2,8,1,980,1,2,2,1
1,50,2,12,0,1000,1,2,9,0
1,26,2,17,0,4000,1,1,9,0
1,18,1,8,1,1200,1,2,2,1
2,60,3,0,1,300,1,2,9,0
1,39,2,12,0,1143,1,2,2,1
1,36,2,12,1,1000,1,2,3,0
1,50,2,4,1,1000,1,2,2,1
1,23,1,12,1,1000,1,2,2,1
1,19,1,12,1,1000,1,2,2,1
1,35,2,15,0,5133,1,1,1,0
2,32,3,0,1,1050,1,2,2,1
1,31,2,15,0,3500,1,1,1,0
1,42,2,12,1,1050,1,2,2,1
2,35,2,0,1,100,1,2,2,1
1,27,2,8,1,600,1,2,9,0
1,38,2,4,1,450,1,2,9,0
2,35,2,4,1,490,1,2,9,0
1,50,2,0,1,700,1,2,9,0
2,45,2,0,1,490,1,2,9,0
1,26,1,4,1,700,1,2,9,0
1,24,2,14,0,3267,1,2,9,0
1,35,2,8,1,600,1,2,3,0
2,30,2,0,1,300,1,2,3,0
1,25,2,8,1,1050,1,2,3,0
2,22,2,4,1,300,1,2,3,0
1,20,1,8,1,1050,1,2,3,0
1,40,2,2,1,1400,1,2,3,0
1,37,2,20,0,7000,1,1,3,0
1,22,2,8,1,1400,1,2,2,1
2,43,3,4,1,500,1,2,2,1
1,34,2,4,1,1400,1,2,9,0
2,26,2,4,1,700,1,2,9,0
1,50,2,4,1,600,1,2,3,0
2,45,2,0,1,300,1,2,3,0
1,22,1,14,1,750,1,2,3,0
1,38,2,12,0,2000,1,1,2,1
2,35,2,14,0,1000,1,1,2,1
1,40,2,17,0,2000,1,1,2,1
2,35,2,8,1,360,2,2,2,1
1,30,2,8,1,1200,1,2,2,1
1,42,2,2,1,2500,1,2,2,1
2,39,2,0,1,560,1,2,2,1
1,48,2,2,1,1000,1,2,2,1
1,22,1,8,1,900,1,2,2,1
1,20,1,4,1,900,1,2,2,1
1,51,2,14,0,4000,1,2,9,0
1,45,2,15,0,3267,1,1,3,0
2,43,3,0,1,320,1,2,2,1
2,30,2,12,0,700,1,2,9,0
1,21,1,14,1,1166,1,2,3,0
1,25,2,8,1,1400,1,2,9,0
1,40,2,0,1,600,1,2,2,1
1,16,1,8,1,600,1,2,2,1
1,45,2,12,1,1400,1,2,9,0
1,20,1,0,1,700,1,2,3,0
1,55,2,0,1,1050,1,2,3,0
2,50,2,0,1,1050,1,2,3,0
1,52,2,0,1,1400,1,2,3,0
1,22,1,12,1,1050,1,2,3,0
1,19,1,12,1,1050,1,2,3,0
1,42,2,0,1,1050,1,2,3,0
1,30,2,12,0,1050,1,2,9,0
1,58,2,0,0,3500,1,2,9,0
1,33,2,12,0,1050,1,2,9,0
1,40,2,8,1,1000,1,2,3,0
1,40,2,0,0,2000,1,1,9,0
2,38,2,14,1,400,1,2,9,0
2,36,3,8,0,700,1,2,9,0
1,20,1,12,1,1400,1,2,9,0
1,31,2,20,0,8750,1,1,9,0
2,55,2,0,1,200,1,2,2,1
1,29,2,15,0,4600,1,1,9,0
1,26,2,15,0,3200,1,1,9,0
1,33,2,14,0,2000,1,2,9,0
1,33,2,17,0,5075,1,1,9,0
2,27,2,15,0,4875,1,1,9,0
1,48,2,8,0,3250,1,1,9,0
1,34,2,14,0,2250,1,1,9,0
1,33,2,17,0,5075,1,1,9,0
1,39,2,14,0,3250,1,1,9,0
1,46,2,14,1,1500,1,2,9,0
1,21,1,8,1,700,1,2,9,0
1,42,2,4,1,1400,1,2,3,0
2,40,2,2,1,700,1,2,3,0
2,54,3,4,1,350,1,2,9,0
1,39,2,12,1,1500,1,1,3,0
1,55,2,8,0,2000,1,2,9,0
1,29,2,8,0,1925,1,1,9,0
1,50,2,12,0,1750,1,1,9,0
1,28,2,8,1,1400,1,2,9,0
1,20,2,4,1,1400,1,2,9,0
2,50,3,0,1,490,1,2,9,0
1,51,2,12,0,6000,1,1,9,0
2,23,1,20,1,2500,1,2,9,0
1,46,2,14,0,2000,1,1,9,0
2,59,3,8,1,700,1,2,2,1
1,40,2,12,1,1050,1,2,2,1
2,35,2,12,1,840,1,2,2,1
1,54,2,12,1,1750,1,2,2,1
1,35,2,8,1,2800,1,1,9,0
1,37,2,2,1,1800,1,2,9,0
2,35,2,8,0,3000,1,1,2,1
2,60,2,0,1,420,1,2,3,0
1,24,1,8,1,750,1,2,3,0
2,52,3,12,0,4600,1,2,9,0
1,19,1,12,1,1150,1,2,3,0
1,32,2,12,1,430,1,2,3,0
1,53,2,12,0,3000,1,2,9,0
1,55,2,8,0,750,1,2,9,0
1,55,2,12,1,300,1,2,9,0
2,50,2,12,1,450,1,2,9,0
1,50,2,17,1,1800,1,1,3,0
1,35,2,14,1,1250,1,2,3,0
1,32,2,17,0,3128,1,1,9,0
1,39,2,12,0,2556,2,1,3,0
1,44,2,12,1,682,1,2,9,0
1,18,1,4,1,619,1,2,3,0
2,37,3,8,1,538,1,2,9,0
1,51,2,12,0,1000,1,2,3,0
2,45,2,12,0,4667,1,2,3,0
1,28,1,8,1,750,1,2,9,0
2,27,1,17,0,2154,1,2,9,0
1,23,1,17,0,2100,1,1,9,0
1,45,2,2,0,1990,1,1,9,0
1,26,1,14,1,400,1,2,9,0
1,51,2,15,0,4557,1,2,9,0
1,36,2,12,1,1400,1,2,9,0
1,46,2,8,0,3150,1,1,9,0
1,29,2,8,1,2100,1,2,3,0
1,27,2,17,1,1960,1,2,3,0
1,21,1,17,1,1950,1,2,9,0
1,65,3,0,1,240,1,2,9,0
1,31,2,8,1,520,1,2,9,0
1,24,1,12,1,1292,1,2,9,0
2,55,3,2,1,320,1,2,2,1
1,31,2,14,0,3850,1,2,9,0
1,67,2,0,1,840,1,2,9,0
2,61,2,0,1,560,1,2,9,0
1,30,2,8,1,1133,1,2,9,0
1,36,2,0,1,840,1,2,9,0
2,30,2,0,1,560,1,2,9,0
1,62,2,0,1,490,1,2,3,0
1,40,2,0,1,490,1,2,3,0
1,17,1,2,1,1050,1,2,9,0
1,49,2,12,0,2855,1,1,9,0
1,28,2,14,1,700,1,2,9,0
1,52,2,0,1,583,1,2,3,0
1,30,2,12,1,933,1,2,3,0
1,24,1,17,1,700,1,2,3,0
2,51,3,0,1,490,1,2,9,0
1,17,1,8,1,700,1,2,9,0
1,48,1,17,0,2015,1,2,9,0
1,48,1,17,0,800,1,2,9,0
1,40,3,2,1,630,1,2,9,0
1,16,1,2,1,490,1,2,9,0
1,50,3,8,1,630,1,2,9,0
1,35,2,12,1,2000,1,2,9,0
1,50,2,2,1,420,1,2,3,0
2,35,3,4,1,730,1,2,3,0
1,29,2,17,0,3712,1,2,3,0
1,55,2,17,0,3900,1,1,3,0
1,32,2,0,1,670,1,2,2,1
1,30,2,8,1,1050,1,2,3,0
1,51,2,8,1,900,1,2,3,0
2,45,2,2,1,490,1,2,3,0
1,45,2,0,1,780,1,2,3,0
2,41,2,0,1,350,1,2,3,0
1,39,2,8,1,2100,1,2,3,0
1,54,2,12,0,1633,1,2,2,1
2,44,2,4,1,560,1,2,2,1
1,24,1,15,1,875,1,2,2,1
1,65,2,0,1,1005,1,2,9,0
1,32,1,17,1,1005,1,2,9,0
